INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
California State University-Sacramento,115000,8,948.0,0.5298,0.3769,0.67252766478589,20342.0,8631.0,0.666666667,12500,65686.13,1,4,1,0.0,0.0,11.0,8710.0,Graduate,Public,Far West,City: Large,City
University of California-Berkeley,131200,8,1397.0,0.3114,0.2602,0.16883627191259,22678.0,15711.0,0.840388619,13197,77601.85,1,4,1,0.0,0.0,12.0,13262.0,Graduate,Public,Far West,City: Midsize,City
University of California-Davis,131300,8,1226.0,0.4123,0.3933,0.37952385375065,20388.0,13125.0,0.89010989,12757,76621.08,1,4,1,0.0,0.0,23.0,15052.0,Graduate,Public,Far West,Suburb: Small,Suburb
University of California-Irvine,131400,8,1175.0,0.4602,0.4231,0.38681992337164,16223.0,13773.0,0.821611002,15000,78085.65,1,4,1,0.0,0.0,12.0,13648.0,Graduate,Public,Far West,City: Midsize,City
University of California-Los Angeles,131500,8,1339.0,0.3524,0.3501,0.17279102384291,25011.0,16471.0,0.853698075,15000,72896.84,1,4,1,0.0,0.0,11.0,13328.0,Graduate,Public,Far West,City: Large,City
University of California-Riverside,131600,8,1119.0,0.568,0.5378,0.55599698787359,11436.0,12265.0,0.648148148,17000,68292.12,1,4,1,0.0,0.0,11.0,11779.0,Graduate,Public,Far West,City: Large,City
University of California-San Diego,131700,8,1344.0,0.3844,0.3909,0.33736436889099003,16496.0,14032.0,0.895872673,17000,76397.62,1,4,1,0.0,0.0,11.0,13913.0,Graduate,Public,Far West,City: Large,City
University of California-San Francisco,131900,8,,,,,93.0,11334.0,PrivacySuppressed,PrivacySuppressed,78614.96,1,4,1,0.0,0.0,11.0,,Graduate,Public,Far West,City: Large,City
University of California-Santa Barbara,132000,8,1248.0,0.3806,0.4025,0.32644323466031,17538.0,14327.0,0.803810868,15000,73046.19,1,4,1,0.0,0.0,22.0,14767.0,Graduate,Public,Far West,Suburb: Midsize,Suburb
University of California-Santa Cruz,132100,8,1201.0,0.4534,0.5256,0.50287709742598,11075.0,13104.0,0.804069767,17200,78075.09,1,4,1,0.0,0.0,13.0,17222.0,Graduate,Public,Far West,City: Small,City
Sofia University,2267600,8,,0.6,0.4,,,5935.0,PrivacySuppressed,PrivacySuppressed,,1,4,3,0.0,0.0,13.0,,Graduate,Private for-profit,Far West,City: Small,City
California Beauty School,2065700,8,,0.4317,0.446,,74.0,,PrivacySuppressed,7952.5,55666.76,3,1,3,0.0,0.0,12.0,11199.0,Certificate,Private for-profit,Far West,City: Midsize,City
California Christian College,884400,8,,0.6667,0.5556,1.0,84.0,,PrivacySuppressed,PrivacySuppressed,53248.94,1,3,2,0.0,0.0,11.0,,Bachelors,Private non-profit,Far West,City: Large,City
California Hair Design Academy,1186500,8,,0.6465,0.5764,,88.0,,0.547619048,5500,60813.75,3,1,3,0.0,0.0,21.0,15500.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
California Institute of the Arts,113200,8,,0.3082,0.5649,0.24930491195551,794.0,6552.0,0.701550388,27000,74875.2,1,4,2,0.0,0.0,21.0,46197.0,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
California State University Maritime Academy,113400,8,,0.3238,0.5769,0.6616915422885501,653.0,8521.0,0.930555556,20774,78248.99,1,4,1,0.0,0.0,12.0,15206.0,Graduate,Public,Far West,City: Midsize,City
California Western School of Law,1310300,8,,,,,,12593.0,PrivacySuppressed,PrivacySuppressed,70227.48,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
Canada College,697300,8,,0.1527,0.0109,,5273.0,9085.0,PrivacySuppressed,5608,93099.25,2,2,1,0.0,0.0,21.0,4078.0,Associates,Public,Far West,Suburb: Large,Suburb
College of the Canyons,890300,8,,0.2101,0.0297,,10528.0,9157.0,0.628571429,5500,79149.63,2,2,1,0.0,0.0,21.0,5924.0,Associates,Public,Far West,Suburb: Large,Suburb
Career Academy of Beauty,2125000,8,,0.5265,0.5038,,238.0,,0.51908397,6318,74369.68,3,1,3,0.0,0.0,21.0,14689.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Casa Loma College-Van Nuys,673100,8,,0.551,0.6672,0.8051948051948,259.0,5610.0,0.471698113,18320,58455.73,2,2,2,0.0,0.0,11.0,20445.0,Associates,Private non-profit,Far West,City: Large,City
CET-San Diego,2332809,8,,0.466,0.4333,,,,0.304890388,5409,55670.96,3,1,2,0.0,0.0,11.0,14626.0,Certificate,Private non-profit,Far West,City: Large,City
CET-Sobrato,2332800,8,,0.4134,0.3546,,,,0.304890388,5409,55670.96,3,1,2,0.0,0.0,11.0,12503.0,Certificate,Private non-profit,Far West,City: Large,City
CET-El Centro,2332810,8,,0.3604,0.1125,,,,0.304890388,5409,55670.96,3,1,2,0.0,0.0,13.0,12007.0,Certificate,Private non-profit,Far West,City: Small,City
